Hora,Temperatura,Humidade,Pressao,Intensidade da Luz(lux),Intensidade da Luz(W/m2)
12:02,14.75,50.88,988.62,444011.98,3639.57
12:03,14.86,52.39,988.64,444012,3639.57
12:04,14.93,51.08,988.62,444011.98,3639.57
12:05,15.06,49.94,988.5600000000001,444011.92,3639.57
12:06,15.05,47.95,988.5600000000001,445978,3655.68
13:12,17.32,40.95,987.08,438112.2,3591.21
13:13,17.28,41.58,987.09,436146.13,3575.09
13:14,17.33,41.35,987.03,436146.07,3575.09
13:15,17.37,43.72,986.97,436146.01,3575.09
13:16,17.22,41.93,986.97,436146.01,3575.09
13:17,17.09,41.6,986.96,436146,3575.09
13:18,16.98,41.77,986.9300000000001,434179.89,3558.97
13:19,16.92,43.32,986.9200000000001,434179.88,3558.97
13:20,16.96,42.85,986.87,434179.83,3558.97
13:21,17.11,45.04,986.95,434179.91,3558.97
13:22,17.22,43.07,986.88,434179.84,3558.97
13:23,17.29,40.29,986.82,434179.78,3558.97
13:24,17.36,43.86,986.85,432213.73,3542.86
13:25,17.36,41.37,986.8100000000001,434179.77,3558.97
13:26,17.32,40.14,986.77,432213.65,3542.86
13:27,17.29,40.12,986.75,432213.63,3542.86
13:28,17.36,39.91,986.75,432213.63,3542.86
13:29,17.43,40.16,986.74,432213.62,3542.86
13:30,17.47,40.01,986.7,430247.5,3526.74
13:31,17.51,40.39,986.66,432213.54,3542.85
13:32,17.51,40.13,986.62,432213.5,3542.85
13:33,17.5,40.68,986.61,430247.41,3526.74
13:34,17.43,42,986.58,428281.3,3510.62
13:35,17.34,40.06,986.47,428281.19,3510.62
13:36,17.28,42.78,986.51,428281.23,3510.62
13:37,17.32,41.77,986.49,428281.21,3510.62
13:38,17.33,39.77,986.4200000000001,428281.14,3510.62
13:39,17.33,41.87,986.44,430247.24,3526.74
13:40,17.39,39.1,986.4,428281.12,3510.62
13:41,17.41,38.87,986.37,428281.09,3510.62
13:42,17.46,36.86,986.33,428281.05,3510.62
13:43,17.5,40.65,986.37,426315.01,3494.5
13:44,17.58,38.74,986.37,426315.01,3494.5
13:45,17.56,37.87,986.36,426315,3494.5
13:46,17.63,40.1,986.3100000000001,426314.95,3494.5
13:47,17.73,41.01,986.28,426314.92,3494.5
13:48,17.78,38.74,986.16,424348.72,3478.39
13:49,17.75,37.89,986.16,424348.72,3478.39
13:50,17.71,39.32,986.14,424348.7,3478.39
13:51,17.67,38.4,986.14,422382.62,3462.27
13:52,17.7,38.1,986.11,422382.59,3462.27
13:53,17.71,37.99,986.07,422382.55,3462.27
13:54,17.83,39.17,986.12,420416.52,3446.15
13:55,17.85,37.3,986.0500000000001,420416.45,3446.15
13:56,17.85,40.09,986.09,418450.41,3430.04
13:57,17.89,37.98,986.1,418450.42,3430.04
13:58,17.87,37.9,986.02,420416.42,3446.15
13:59,17.81,38.26,985.99,420416.39,3446.15
14:00,17.88,38.11,985.95,420416.35,3446.15
14:01,17.94,37.33,985.9,418450.22,3430.04
14:02,17.91,37.68,985.87,418450.19,3430.04
14:03,17.98,37.84,985.82,416484.06,3413.92
14:04,18.05,38.08,985.7900000000001,416484.03,3413.92
14:05,18.15,39.31,985.84,416484.08,3413.92
14:06,18.19,38.4,985.83,413862.63,3392.43
14:07,18.2,38.17,985.8000000000001,413862.6,3392.43
14:08,18.23,38.51,985.7900000000001,413862.59,3392.43
14:09,18.36,40.56,985.78,413862.58,3392.43
14:10,18.4,37.88,985.74,411896.46,3376.32
14:11,18.37,37.86,985.72,411896.44,3376.32
14:12,18.26,36.22,985.6700000000001,411896.39,3376.31
14:13,18.26,35.05,985.6,413862.4,3392.43
14:14,18.33,35.63,985.62,411896.34,3376.31
14:15,18.36,36.42,985.59,409930.23,3360.2
14:16,18.37,35.69,985.5600000000001,409930.2,3360.2
14:17,18.39,36.26,985.6,407964.16,3344.08
14:18,18.46,36.98,985.5500000000001,407964.11,3344.08
14:19,18.54,34.66,985.5600000000001,407964.12,3344.08
14:20,18.47,35.97,985.52,407964.08,3344.08
14:21,18.51,36.68,985.52,407964.08,3344.08
14:22,18.56,34.66,985.49,407964.05,3344.08
14:23,18.56,35.41,985.47,407964.03,3344.08
14:24,18.64,36.22,985.48,407964.04,3344.08
14:25,18.68,35.82,985.45,405997.93,3327.97
14:26,18.75,36.36,985.44,404031.84,3311.85
14:27,18.77,36.75,985.47,404031.87,3311.85
14:28,18.83,36.68,985.45,404031.85,3311.85
14:29,18.75,35.83,985.4,402065.72,3295.73
14:30,18.68,35.3,985.4300000000001,402065.75,3295.73
14:31,18.73,38.11,985.46,402065.78,3295.73
14:32,18.74,34.85,985.4,402065.72,3295.73
14:33,18.7,35.23,985.4300000000001,402065.75,3295.73
14:34,18.73,35.33,985.39,400099.63,3279.62
14:35,18.77,34.47,985.37,400099.61,3279.62
14:36,18.75,34.58,985.33,398133.49,3263.5
14:37,18.79,33.48,985.28,398133.44,3263.5
14:38,18.94,32.14,985.25,398133.41,3263.5
14:39,19.06,33.09,985.22,398133.38,3263.5
14:40,19.13,33.17,985.25,396167.33,3247.38
14:41,19.15,34.89,985.22,396167.3,3247.38
14:42,19.13,33.36,985.1800000000001,394201.18,3231.27
14:43,19.16,35.73,985.23,394201.23,3231.27
14:44,19.26,33.55,985.2,392235.12,3215.15
14:45,19.18,33.76,985.1700000000001,392235.09,3215.15
14:46,19.19,33,985.1800000000001,392235.1,3215.15
14:47,19.2,34.51,985.1700000000001,392235.09,3215.15
14:48,19.3,34.43,985.16,392235.08,3215.15
14:49,19.3,34.14,985.1700000000001,388302.93,3182.92
14:50,19.33,35.01,985.22,388302.98,3182.92
14:51,19.32,33.25,985.14,388302.9,3182.92
14:52,19.3,34.24,985.09,386336.77,3166.8
14:53,19.26,35.22,985.09,386336.77,3166.8
14:54,19.22,35.2,985.1,386336.78,3166.8
