Hora,Temperatura,Humidade,Pressao,Intensidade da Luz(lux),Intensidade da Luz(W/m2)
10:47,11.05,98.65,973.49,153017.01,1254.28
10:48,11.06,98.5,973.47,162847.39,1334.86
10:49,11.03,98.04,973.47,181852.83,1490.65
10:50,11.02,97.8,973.48,206101.16,1689.41
10:51,11.05,97.46,973.45,240179.85,1968.75
10:52,11.07,97.3,973.44,274258.56,2248.1
10:53,11.1,97.14,973.4200000000001,352246.38,2887.36
10:54,11.14,97.12,973.44,276224.64,2264.21
10:55,11.17,97.02,973.36,272292.4,2231.98
10:56,11.24,97.15,973.37,244111.93,2000.99
10:57,11.27,96.91,973.36,229694,1882.8
10:58,11.29,97,973.33,217242.13,1780.73
10:59,11.33,97.2,973.3100000000001,212654.59,1743.13
11:00,11.41,97.4,973.28,208067.04,1705.53
11:01,11.35,96.66,973.23,189716.91,1555.11
11:02,11.35,96.41,973.26,179231.18,1469.16
11:03,11.35,96.63,973.27,172677.59,1415.44
11:04,11.38,97.15,973.26,166123.98,1361.72
11:05,11.41,97.05,973.27,164157.91,1345.6
11:06,11.42,96.89,973.25,168745.41,1383.21
11:07,11.44,96.37,973.21,183163.29,1501.39
11:08,11.45,96.35,973.2,196925.84,1614.2
11:09,11.47,96.58,973.2,198891.92,1630.32
11:10,11.45,96.02,973.1700000000001,192993.65,1581.97
11:11,11.41,95.77,973.15,191682.91,1571.22
11:12,11.44,95.69,973.1800000000001,198236.54,1624.94
11:13,11.48,96.02,973.16,204790.12,1678.66
11:14,11.51,95.74,973.12,208722.24,1710.9
11:15,11.54,95.4,973.08,200857.88,1646.43
11:16,11.56,95.52,973.07,196925.71,1614.2
11:17,11.58,95.74,973.01,196270.29,1608.83
11:18,11.61,96.13,972.98,198891.7,1630.32
11:19,11.6,95.89,973,194959.56,1598.08
11:20,11.56,95.55,972.94,191682.7,1571.22
11:21,11.56,95.51,972.96,189061.28,1549.74
11:22,11.57,95.79,972.95,187095.19,1533.62
11:23,11.57,95.83,972.95,185784.47,1522.88
11:24,11.62,96.27,972.95,187750.55,1538.99
11:25,11.61,96.06,973,191027.4,1565.85
11:26,11.65,95.99,972.9200000000001,193648.76,1587.34
11:27,11.68,96.06,972.9,198891.62,1630.31
11:28,11.68,95.54,972.91,206755.95,1694.78
11:29,11.71,95.27,972.91,238868.59,1958.01
11:30,11.75,95.1,972.84,236247.08,1936.52
11:31,11.78,94.64,972.83,242800.67,1990.24
11:32,11.82,94.98,972.77,244111.33,2000.98
11:33,11.93,95.79,972.8000000000001,236902.4,1941.89
11:34,11.95,95.08,972.79,236902.39,1941.89
11:35,11.97,94.61,972.75,261806.03,2146.02
11:36,12,94.09,972.74,314234.82,2575.78
11:37,12.07,94.85,972.6800000000001,350279.56,2871.24
11:38,12.04,94.09,972.63,364042.07,2984.05
11:39,12.06,94.29,972.6,348313.4,2855.12
11:40,12.15,95.67,972.6,322099,2640.25
11:41,12.15,94.87,972.57,288020.25,2360.9
11:42,12.16,95.09,972.5600000000001,288020.24,2360.9
11:43,12.15,94.59,972.5500000000001,270325.51,2215.86
11:44,12.17,94.26,972.5500000000001,242145.03,1984.86
11:45,12.23,94.34,972.58,223139.62,1829.08
11:46,12.24,94.13,972.53,200857.33,1646.43
11:47,12.29,93.74,972.53,185784.05,1522.87
11:48,12.3,93.91,972.5500000000001,158914.31,1302.62
11:49,12.3,93.74,972.53,151049.97,1238.16
11:50,12.27,93.06,972.54,162846.46,1334.85
11:51,12.24,93.05,972.5,174642.9,1431.55
11:52,12.26,93.83,972.41,177919.61,1458.41
11:53,12.23,93.34,972.41,181851.77,1490.64
11:54,12.24,93.28,972.4200000000001,183162.5,1501.38
11:55,12.3,94.44,972.41,185783.93,1522.87
11:56,12.3,94,972.4,196925.04,1614.19
11:57,12.29,93.16,972.38,198235.74,1624.94
11:58,12.29,93.69,972.37,200201.81,1641.05
11:59,12.31,93.55,972.39,196269.67,1608.82
12:00,12.36,94.11,972.38,204789.34,1678.66
12:01,12.34,92.95,972.36,234280.52,1920.4
12:02,12.29,92.45,972.28,244766.2,2006.35
12:03,12.3,92.52,972.3000000000001,225105.42,1845.19
12:04,12.29,92.44,972.24,202823.12,1662.54
12:05,12.27,92.37,972.26,185128.42,1517.5
12:06,12.33,93.89,972.25,179885.53,1474.52
12:07,12.36,93.1,972.23,196269.51,1608.82
12:08,12.36,92.78,972.1700000000001,202167.69,1657.17
12:09,12.41,92.38,972.15,198235.51,1624.94
12:10,12.41,92.34,972.12,191026.52,1565.84
12:11,12.41,92.29,972.0600000000001,236901.66,1941.88
12:12,12.46,92.86,972.01,164812.01,1350.96
12:13,12.47,92.14,971.98,172676.3,1415.43
12:14,12.44,92.14,971.99,217896.15,1786.09
12:15,12.43,91.95,971.95,225105.07,1845.19
12:16,12.47,92.2,971.97,196924.61,1614.19
12:17,12.47,92,971.98,177263.82,1453.03
12:18,12.47,92.09,971.96,174642.36,1431.54
12:19,12.52,92.17,971.97,189060.29,1549.73
12:20,12.54,91.78,971.9200000000001,185783.44,1522.87
12:21,12.51,91.51,971.9200000000001,170710.16,1399.31
12:22,12.52,91.34,971.94,155636.9,1275.76
