Hora,Temperatura,Humidade,Pressao,Intensidade da Luz(lux),Intensidade da Luz(W/m2)
10:18,10.91,88.33,979.51,270332.47,2215.92
10:19,10.85,89.08,979.58,267711.1,2194.43
10:20,10.85,89.21,979.54,265744.98,2178.31
10:21,10.86,89.11,979.5500000000001,270332.51,2215.92
10:22,10.89,90.65,979.54,274264.66,2248.15
10:23,10.96,89.86,979.5600000000001,280162.92,2296.5
10:24,10.96,89.08,979.54,284095.06,2328.73
10:26,10.99,89.16,979.54,288027.22,2360.96
10:27,11.05,88.85,979.52,288027.2,2360.96
10:28,11.03,88.15,979.52,284095.04,2328.73
10:29,11.03,87.95,979.48,286061.08,2344.84
10:30,11.05,88.94,979.52,289993.28,2377.07
10:31,11.09,88.61,979.53,286061.13,2344.84
10:32,11.1,88.17,979.54,284095.06,2328.73
10:33,11.14,88.69,979.53,278196.81,2280.38
10:34,11.16,88.35,979.5500000000001,274264.67,2248.15
10:35,11.16,88.37,979.53,272298.57,2232.03
10:36,11.19,88.19,979.53,274264.65,2248.15
10:37,11.2,88.49,979.54,282128.98,2312.61
10:38,11.26,89.25,979.52,284095.04,2328.73
10:39,11.38,88.39,979.51,278196.79,2280.38
10:40,11.45,88.08,979.52,272298.56,2232.03
10:41,11.56,87.93,979.46,286061.06,2344.84
10:42,11.6,86.9,979.49,534442.53,4380.83
10:43,11.64,86.68,979.49,409924.13,3360.15
10:44,11.67,87.24,979.46,400093.7,3279.57
10:45,11.76,87.63,979.49,362082.85,2967.99
10:46,11.82,85.77,979.47,430240.27,3526.68
10:47,11.86,86.41,979.47,366014.99,3000.22
10:48,11.86,84.43,979.4200000000001,474149.34,3886.6
10:49,11.97,84.65,979.44,426308.08,3494.45
10:50,12.02,84.6,979.4,396161.48,3247.34
10:51,12.07,84.41,979.4200000000001,542306.78,4445.29
10:52,12.17,83.83,979.4,460386.76,3773.79
10:53,12.24,81.1,979.39,470217.15,3854.37
10:54,12.36,82.82,979.41,405991.89,3327.92
10:55,12.48,82.33,979.41,449901.01,3687.84
10:56,12.58,81.57,979.36,420409.76,3446.1
10:57,12.64,78.46,979.33,462352.77,3789.91
10:58,12.69,76.68,979.3100000000001,424341.87,3478.33
10:59,12.74,80.21,979.32,404025.72,3311.8
11:00,12.91,78.54,979.36,386331.04,3166.76
11:01,12.92,76.27,979.32,364048.76,2984.11
11:02,12.92,74.79,979.3100000000001,384364.91,3150.64
11:03,12.82,75.32,979.34,344387.98,2822.95
11:04,12.82,77.44,979.36,482013.6,3951.07
11:05,12.95,76.67,979.34,411890.06,3376.26
11:06,12.92,75.28,979.35,444002.71,3639.49
11:07,12.86,74.8,979.3100000000001,404025.71,3311.8
11:08,12.78,76.09,979.32,420409.72,3446.1
11:09,12.75,75.18,979.32,424341.88,3478.33
11:10,12.78,74.14,979.3000000000001,426307.94,3494.45
11:11,12.79,74.49,979.29,514126.17,4214.29
11:12,12.85,74.77,979.3100000000001,468250.99,3838.25
11:13,12.89,74.12,979.28,466284.88,3822.14
11:14,13.06,73.66,979.25,430240.05,3526.68
11:15,13.13,73.83,979.26,445968.7,3655.61
11:16,13.26,74.14,979.24,407957.8,3344.03
11:17,13.43,73.35,979.21,451866.89,3703.95
11:18,13.6,73.64,979.15,470216.91,3854.37
11:19,13.76,73.45,979.1700000000001,472183.01,3870.48
11:20,13.76,71.32,979.12,436138.16,3575.02
11:21,13.72,71.34,979.09,464318.61,3806.02
11:22,13.71,72.86,979.11,458420.39,3757.67
11:23,13.6,72.15,979.11,375845.03,3080.8
11:24,13.53,72.96,979.13,430239.93,3526.68
11:25,13.48,72.56,979.14,402059.46,3295.68
11:26,13.41,72.29,979.16,407957.72,3344.03
11:27,13.43,72.7,979.13,386330.81,3166.75
11:28,13.46,72.27,979.09,375845.01,3080.8
11:29,13.54,72.99,979.08,377811.08,3096.92
11:30,13.56,73.38,979.0600000000001,366014.58,3000.22
11:31,13.62,73.79,979.07,362082.43,2967.99
11:32,13.68,71.72,979.03,364048.47,2984.11
11:33,13.75,70.82,979.03,352251.99,2887.41
11:34,13.85,70.99,979.03,341766.23,2801.46
11:35,13.88,70.38,979.02,354218.06,2903.53
11:36,13.89,72.04,979,369946.68,3032.45
11:37,13.81,70.28,978.95,377810.95,3096.92
11:38,13.82,70.66,978.96,377810.96,3096.92
11:39,13.81,69.82,978.96,402059.28,3295.68
11:40,13.76,69.81,978.97,377810.97,3096.92
11:41,13.79,69.97,978.96,375844.88,3080.8
11:42,13.86,69.86,978.97,364048.41,2984.1
11:43,13.78,70.19,978.97,362082.33,2967.99
