Hora,Temperatura,Humidade,Pressao,Intensidade da Luz(lux),Intensidade da Luz(W/m2)
12:03,13.14,63.54,989.0600000000001,436148.1,3575.11
12:04,13.09,63.02,989.02,436148.06,3575.11
12:05,12.99,62.45,989.0500000000001,436148.09,3575.11
12:06,12.91,63.14,989,436148.04,3575.11
12:07,12.95,62.27,989,436148.04,3575.11
12:08,13.02,63.2,988.97,438114.09,3591.22
12:09,13.06,60.56,988.95,438114.07,3591.22
12:10,13.03,60.9,988.96,438114.08,3591.22
12:54,14.75,55.72,988.38,434181.34,3558.98
12:55,14.76,57.28,988.38,434181.34,3558.98
12:56,14.88,56.48,988.34,434181.3,3558.98
12:57,15.01,56.77,988.35,434181.31,3558.98
12:58,14.96,56.95,988.2900000000001,434181.25,3558.98
12:59,15.09,57.18,988.22,434181.18,3558.98
13:00,15.18,55.8,988.2,434181.16,3558.98
13:01,15.2,55.51,988.19,432215.07,3542.87
13:02,15.39,56.95,988.16,432215.04,3542.87
13:03,15.47,54.56,988.11,432214.99,3542.87
13:04,15.5,56.6,988.13,432215.01,3542.87
13:05,15.67,56.7,988.12,432215,3542.87
13:06,15.71,55.07,988.14,432215.02,3542.87
13:07,15.75,53.16,988.1,432214.98,3542.87
13:08,15.68,52.2,988.07,432214.95,3542.87
13:09,15.69,52.81,988.08,432214.96,3542.87
13:10,15.62,53.71,988.07,430248.87,3526.75
13:11,15.53,53.25,988.01,430248.81,3526.75
13:12,15.4,51.46,988.01,430248.81,3526.75
13:13,15.33,53.36,988.02,430248.82,3526.75
13:14,15.41,55.37,988.01,430248.81,3526.75
13:15,15.64,54.49,987.97,430248.77,3526.75
13:16,15.72,54.75,988,430248.8,3526.75
13:17,15.85,52.69,987.95,430248.75,3526.75
13:18,15.98,53.13,987.98,428282.7,3510.63
13:19,15.95,52.57,987.86,428282.58,3510.63
13:20,15.89,52.8,987.9,428282.62,3510.63
13:21,15.85,51.85,987.84,428282.56,3510.63
13:22,15.87,51.38,987.78,428282.5,3510.63
13:23,15.88,50.41,987.77,428282.49,3510.63
13:24,15.91,50.63,987.78,426316.42,3494.52
13:25,15.85,51.16,987.77,426316.41,3494.52
13:26,15.69,52.18,987.83,424350.39,3478.4
13:27,15.74,51.91,987.7900000000001,426316.43,3494.52
13:28,15.8,51.68,987.75,426316.39,3494.52
13:29,15.71,51.07,987.74,424350.3,3478.4
13:30,15.78,52.99,987.74,426316.38,3494.52
13:31,15.88,53.34,987.74,424350.3,3478.4
13:32,15.88,49.99,987.63,424350.19,3478.4
13:33,15.87,52.34,987.6800000000001,424350.24,3478.4
13:34,15.85,50.53,987.5600000000001,424350.12,3478.4
13:35,15.88,52.82,987.59,424350.15,3478.4
13:36,16.01,52.75,987.5600000000001,422384.04,3462.28
13:37,16.08,51.41,987.51,422383.99,3462.28
13:38,16.05,51.87,987.49,422383.97,3462.28
13:39,16.17,52.49,987.5,422383.98,3462.28
13:40,16.24,50.7,987.45,422383.93,3462.28
13:41,16.13,50.76,987.46,422383.94,3462.28
13:42,16.03,51.27,987.45,422383.93,3462.28
