0:39,20.26,12.7,14,3.97
1:39,20.08,12.7,15,3.97
2:39,19.63,12.59,15,3.96
3:39,19.2,12.54,15,3.96
4:39,19.01,12.54,14,3.95
5:39,19.09,12.59,14,3.96
6:39,19.14,12.54,14,3.97
7:39,20.13,12.63,14,3.99
8:39,20.5,12.54,14,4
9:39,22.35,12.48,14,4.04
10:39,24.59,12.48,14,4.07
11:39,27.79,12.54,14,4.08
Hora,Temperatura,Humidade,EC,pH
12:39,28.13,12.37,14,4.06
13:40,27.28,12.21,13,4.04
14:40,26.39,12.21,13,4.02
15:40,29.45,12.21,13,4.03
Hora,Temperatura,Humidade,EC,pH
17:39,27.99,12.01,12,4.01
