Hora,Temperatura,Humidade,EC,pH
19:39,27.2,13.66,12,6.74
Hora,Temperatura,Humidade,EC,pH
20:39,24.79,13.57,13,6.7
21:39,23.3,13.47,13,6.66
22:39,22.35,13.62,13,6.4
23:39,21.63,13.62,14,6.3
