0:52,17.9,100,23.6,25.3,24.9,5.979899497487426,-2,96
1:56,17.8,100,23.2,25,24.8,6.030150753768845,-2,96
2:59,17.6,100,22.9,24.7,24.7,6.030150753768845,-2,96
4:03,17.2,100,22.5,24.4,24.5,6.080402010050262,-2,96
5:05,16.3,100,22.1,24.1,24.4,6.532663316582915,0.5,96
6:08,14.5,100,21.5,23.9,24.3,6.532663316582915,8342.8,96
7:10,17.4,100,21.4,23.6,24.1,7.035175879396985,214369.9,96
8:13,23.8,75.4,22.4,23.4,23.9,7.5376884422110555,2.8,96
9:16,31.7,52.4,25.4,23.4,23.8,8.140703517587962,6.5,96
10:19,28.5,54.3,27.4,23.8,23.7,8.492462311557777,6.9,96
11:23,35.7,44.5,29.4,24.3,23.7,9.34673366834172,7.4,96
12:27,32.7,867.9,29.9,24.9,23.8,8.542713567839195,346033.9,96
13:31,29.8,52.8,29.5,25.4,23.9,8.391959798994998,346033.9,96
14:35,34.1,48.2,29.3,25.8,24.1,8.140703517587962,346033.9,96
15:38,32.2,48.9,-127,26.1,24.2,7.989949748743707,346033.9,96
16:42,31.8,50.3,29.1,26.3,24.4,7.5376884422110555,2.8,96
17:45,30.7,52.6,28.7,26.4,24.6,7.035175879396985,5.5,96
18:48,27.6,58.7,28.1,26.4,24.6,6.984924623115567,346033.9,96
19:51,24.9,70.5,27.3,26.3,24.8,6.532663316582915,92031.4,96
20:53,22.6,76.1,26.4,26.2,24.8,6.381909547738716,5663.9,96
21:56,20.6,85.1,25.4,25.9,24.9,6.030150753768845,0.5,96
23:00,19.2,90.4,24.7,25.6,24.9,6.030150753768845,-2,96
