Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
11:51,42.2,38.8,30.5,24.3,22.9,9.547738693467336,346033.9,96
14:01,41.4,39.5,32.4,26,23.3,9.095477386934684,346033.9,96
19:18,31.1,49,28.9,27.3,24.8,6.030150753768845,179207.5,96
20:21,26.2,73.4,27.9,27.1,24.9,5.728643216080391,30648.9,96
21:24,23.2,79.7,26.8,26.8,25,5.527638190954774,224.6,96
22:28,21.1,86.9,25.9,26.5,25,5.12562814070354,-2,96
23:31,19.1,100,25,26.1,24.9,5.025125628140704,-2,97
