0:08,21,85.2,26.6,28.1,27.1,6.030150753768845,-2,95
1:12,19.3,90.1,25.8,27.8,27.1,6.080402010050262,-2,95
2:15,19.5,89.9,25.1,27.5,26.9,6.080402010050262,-2,95
3:19,18.5,93.5,24.6,27.2,26.8,6.432160804020078,-2,95
4:23,19.3,86.6,24.2,26.8,26.8,6.532663316582915,-2,95
5:25,16.7,100,23.7,26.6,26.6,6.884422110552786,31.5,95
6:28,16.5,100,23.1,26.3,26.4,7.035175879396985,18443.8,95
7:30,21,93.7,23.4,26,26.3,7.5376884422110555,3.7,95
8:33,31.1,54.1,25.8,25.8,26.1,8.190954773869324,346033.9,95
9:36,35.8,44.8,30.1,25.9,26,9.095477386934684,5.1,95
10:40,36.6,46.6,33.6,26.3,25.9,9.597989949748754,346033.9,95
11:44,37.8,44.7,36.2,26.9,25.9,10.150753768844243,346033.9,95
12:49,37.6,41.1,36.7,27.6,25.9,10.251256281407024,346033.9,95
13:54,43.3,35.4,36.6,28.3,26.1,10.050251256281408,346033.9,95
14:58,36.5,40.5,35.6,28.9,26.3,9.045226130653266,346033.9,95
16:01,35.1,46.1,34.1,29.4,26.6,8.090452261306543,346033.9,95
17:04,34.2,42,33.2,29.5,26.8,7.989949748743707,346033.9,95
18:08,33.6,45,32.4,29.6,27,7.5376884422110555,3.2,95
19:11,33.2,40.5,31.8,29.6,27.2,7.085427135678404,0.5,95
20:14,29.3,52.7,31.1,29.4,27.3,7.035175879396985,44620.4,95
21:16,27,66.6,30.1,29.3,27.4,6.5829145728643335,908.2,95
22:20,25.5,71.3,29.1,29.1,27.4,6.532663316582915,-2,95
23:24,23.7,77.8,28.3,28.9,27.4,6.482412060301496,-2,95
