Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
15:16,30.9,50.3,28.1,24.4,22.9,9.045226130653266,346033.9,95
16:19,22.7,100,26.8,24.8,23.1,8.140703517587962,2.8,96
17:21,19.5,100,25.4,24.8,23.3,8.040201005025125,346033.9,96
18:24,21.5,100,24.8,24.6,23.4,7.587939698492474,346033.9,96
19:27,22.1,91.7,24.1,24.4,23.5,7.587939698492474,346033.9,96
20:30,20,97,23.6,24.3,23.5,7.5376884422110555,23634.3,96
21:32,17.3,100,22.8,24,23.5,7.5376884422110555,65.5,96
22:36,16.2,1738.4,22.1,23.7,23.5,7.437185929648218,-2,96
23:39,15.2,100,21.4,23.4,23.4,7.487437185929637,-2,96
