1:02,17.1,100,21.8,23.4,23.2,15.12562814070353,-2,97
2:05,16.8,100,21.4,23.1,23.1,15.577889447236181,-2,97
3:09,16.7,100,21,22.9,23,15.577889447236181,-2,97
4:12,16,202.4,20.6,22.6,22.9,16.08040201005025,-2,97
5:15,14.6,100,20.1,22.4,22.8,16.834170854271356,0.9,97
6:17,14.7,100,19.7,22.1,22.6,16.08040201005025,14215.4,97
7:20,18.2,100,19.8,21.9,22.5,16.582914572864322,2.8,97
8:22,26.1,74.9,21.6,21.7,22.4,7.989949748743707,4.6,97
9:25,32.4,52.9,24.9,21.9,22.3,8.542713567839195,6,97
10:29,34.4,52.6,27.4,22.4,22.2,9.34673366834172,346033.9,97
11:33,35.5,62.6,29.7,23.1,22.2,9.748743718592953,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:47,32.8,49.4,29.9,25.6,22.8,8.492462311557777,346033.9,97
15:51,31.2,50,28.6,26,23.1,7.035175879396985,346033.9,97
16:54,30.7,46.5,27.7,26.1,23.4,6.934673366834148,3.7,97
