Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
18:49,23.4,23.6,23,14.89795918367347,98
Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
19:55,22.9,23.4,22.9,15.714285714285714,98
21:01,21.8,23.2,22.8,16.285714285714278,98
22:06,20.8,22.8,22.8,16.979591836734702,98
23:12,20.3,22.4,22.6,17.510204081632647,98
