Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
11:25,32.1,24.1,22.2,28.367346938775512,97
12:32,33.1,25.3,22.6,28.204081632653068,97
13:39,30.6,26.3,23.2,28.12244897959183,97
19:09,27.5,25.9,24.4,28.244897959183692,97
20:15,25.8,25.7,24.4,27.551020408163264,97
21:21,24.2,25.3,24.4,28.244897959183692,97
22:26,23.1,24.7,24.3,27.959183673469386,97
23:32,22.2,24.2,24.1,28.653061224489814,97
