0:03,25.4,27.2,27.1,37.22448979591838,96
1:09,24.8,26.8,26.9,37.22448979591838,96
2:14,24.2,26.4,26.8,37.38775510204082,96
3:20,23.6,26.1,26.6,37.510204081632644,96
4:25,23,25.8,26.4,37.755102040816325,96
5:31,22.2,25.4,26.1,37.71428571428571,96
6:36,21.6,25.1,26,38.12244897959183,96
7:42,22.8,24.8,25.8,38.12244897959183,96
8:48,28,25,25.6,38.28571428571427,96
9:54,32.8,25.9,25.6,38.20408163265307,95
11:01,37.4,27.3,25.8,37.591836734693885,95
Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
12:09,38.8,28.7,26.1,37.591836734693885,95
13:16,36.9,29.8,26.6,37.26530612244896,95
