Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
15:20,27.8,24.8,22.9,43.14285714285716,96
16:26,25,24.7,23.3,42.97959183673468,96
17:32,23,24.1,23.4,43.265306122448976,96
18:37,23.1,23.8,23.4,43.22448979591836,96
19:43,22.7,23.5,23.3,43.591836734693864,96
20:48,21.7,23.3,23.3,43.3877551020408,96
21:54,20.4,22.9,23.2,43.673469387755105,96
22:59,19.7,22.4,23.1,43.999999999999986,96
