Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
11:38,27,23.1,22.9,34.436090225563916,96
12:46,26.3,23.4,22.9,34.436090225563916,96
13:54,26.4,23.8,23.1,34.32330827067668,96
18:29,33,26.2,23.8,34.32330827067668,96
19:37,31.6,26.6,24.1,33.72180451127821,96
20:45,28.7,26.6,24.4,33.83458646616541,96
21:52,26.6,26.4,24.6,33.759398496240586,96
23:00,25.2,25.9,24.7,33.72180451127821,96
