Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
14:30,25.9,22.8,22.4,32.63157894736841,95
15:38,26.9,23.3,22.6,32.48120300751879,95
16:45,25.3,23.5,22.8,32.44360902255638,95
17:53,25,23.6,22.9,32.25563909774435,95
19:01,26.1,23.6,22.9,32.29323308270676,95
20:09,25.4,23.7,23.1,32.330827067669176,95
21:16,23.8,23.7,23.1,32.06766917293232,95
22:23,22.3,23.6,23.2,32.18045112781956,94
23:30,21.3,23.3,23.3,31.992481203007525,95
