0:05,17.8,99.9,23.7,24.5,24.1,7.255369928400949,-2,97
1:13,18.6,99.9,23.3,24.3,24,7.637231503579952,-2,97
2:21,17.8,99.9,23,24.1,23.9,7.875894988066825,-2,97
3:29,17.6,99.9,22.6,23.9,23.8,8.186157517899751,-2,97
4:37,17.6,99.9,22.3,23.7,23.8,8.353221957040573,-2,97
5:44,17.8,99.9,22.1,23.5,23.6,8.615751789976139,540.2,97
6:51,17.6,99.9,21.9,23.3,23.5,8.83054892601432,51291.7,97
7:58,20.1,99.6,21.9,23.2,23.4,9.069212410501194,346033.9,97
9:05,21.6,95.8,22,23.1,23.3,9.355608591885453,346033.9,97
10:12,24.8,86.8,22.4,23,23.2,9.570405727923633,346033.9,97
11:20,28.9,71.7,23.1,23,23.1,9.785202863961814,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
12:28,29.1,52.5,24.1,23.1,23.1,9.116945107398578,346033.9,97
13:36,28.2,53,24.7,23.3,23.1,8.1145584725537,346033.9,97
14:44,26.7,50.2,24.8,23.6,23.1,7.661097852028645,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
18:06,27.2,50.2,24.7,23.9,23.3,7.398568019093079,286444.6,97
