Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
11:05,35.1,49.8,26,23.8,24.1,13.333333333333334,50600.5,97
12:13,38.9,40.4,27.6,24.2,24.1,13.08333333333334,346033.9,96
13:21,40.5,38.6,29.3,24.8,24.3,12.749999999999995,346033.9,96
19:01,33.7,47.9,31.1,27.7,25.8,10.277777777777779,346033.9,97
20:08,27.2,64.1,30.4,27.8,26.1,10.277777777777779,68998.3,97
21:15,24.8,69.2,29.4,27.7,26.3,10.555555555555555,995.9,97
22:22,22.1,81,28.4,27.4,26.4,10.80555555555555,-2,97
23:29,20.8,86.1,27.6,27.1,26.4,11.11111111111111,-2,97
