Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
10:42,35.6,42.4,27.9,26.7,27.3,31.222222222222218,44788.7,95
11:50,37.4,39.8,29.3,26.9,27.1,30.555555555555557,346033.9,95
12:58,40.9,34.8,30.5,27.3,27.1,30.333333333333343,346033.9,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:06,40.4,35.2,31.6,27.8,27.2,26.000000000000004,346033.9,95
15:14,39.2,35.6,32.4,28.3,27.3,25.27777777777778,346033.9,95
16:22,38.9,31.3,32.8,28.8,27.6,24.72222222222222,41596.1,95
17:30,36.4,32.9,32.7,29.2,27.8,24.72222222222222,346033.9,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
18:37,33.6,41.4,32.4,29.4,28,24.72222222222222,346033.9,95
19:44,29.6,52.6,31.9,29.5,28.2,24.72222222222222,150788.7,96
20:50,26,63.4,31.3,29.5,28.3,24.86111111111111,7779.7,96
21:57,23.6,72.6,30.5,29.4,28.4,25.16666666666667,0.5,96
23:04,22.3,74.5,29.9,29.2,28.4,25.555555555555557,-2,96
