Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
15:14,32.2,44.5,27.3,23.9,23.6,17.5,346033.9,96
16:21,23.9,84.1,27.3,24.3,23.8,16.666666666666668,346033.9,96
17:28,21.1,100,26.4,24.5,23.9,15.833333333333334,346033.9,96
18:34,24.6,81.7,25.8,24.6,24.1,16.11111111111111,346033.9,96
19:41,23.4,82.5,25.4,24.5,24.3,16.38888888888889,269495.6,96
20:47,20,93.9,24.9,24.4,24.3,16.38888888888889,11085.5,96
21:54,17.6,100,24.3,24.3,24.3,16.666666666666668,0.9,96
23:01,16.4,100,23.7,24.1,24.3,16.666666666666668,-2,96
