0:48,1662.1,76.1,27.8,28.3,27.2,-5.254237288135632,-2,95
1:55,22.6,78.1,26.9,27.8,27.1,-5.084745762711864,-2,95
3:02,21.5,80.8,26.1,27.3,26.9,-5.084745762711864,-2,95
4:09,20.3,86.4,25.3,26.9,26.7,-5.084745762711864,-2,95
5:14,18.7,90.9,24.6,26.5,26.5,-4.406779661016988,0.9,95
6:20,17.6,89.8,23.7,26.1,26.3,-5.084745762711864,5414.6,95
7:26,21.1,72.2,23.4,25.8,26.1,-5.084745762711864,1.4,95
8:31,25,50.7,23.9,25.5,25.9,-5.084745762711864,2.8,95
9:38,29,41.7,25.1,25.4,25.8,-5.084745762711864,3.2,95
10:44,32.4,35.9,28.7,25.4,25.6,-5.084745762711864,5.5,95
11:51,33.3,34,29.5,25.8,25.6,-5.593220338982974,181408,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
12:57,33,33.8,29.1,26.1,25.6,-6.779661016949152,346033.9,95
