Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
11:53,30.2,58.7,26.7,22.9,22.4,35.423728813559286,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
13:00,32,54,25.9,23.3,22.4,34.40677966101687,1.8,97
18:35,35.4,37.7,33.9,27.2,23.8,34.237288135593296,27978.3,97
19:41,29.9,51.7,32.2,27.5,24.2,33.898305084745765,2.3,97
20:47,26.4,63.3,29.1,27.2,24.5,35.08474576271194,5839,97
21:54,22.5,83.9,26.9,26.6,24.6,35.59322033898305,-2,97
23:01,20.7,91.4,25.4,25.9,24.6,37.28813559322034,-2,97
