1:05,16.4,100,20.6,22.3,22.9,54.23728813559322,-2,96
2:12,16.1,100,20.3,22.1,22.8,54.23728813559322,-2,96
3:19,15.6,100,19.9,21.9,22.7,54.23728813559322,-2,96
4:25,15.4,100,19.6,21.7,22.5,54.23728813559322,-2,96
5:31,6503.6,0,19.5,21.4,22.4,55.932203389830505,0.9,96
6:36,16.6,100,19.6,21.4,22.3,55.932203389830505,1.4,96
7:42,18.5,100,19.9,21.3,22.2,55.932203389830505,31961.8,96
8:48,20.3,100,20.4,21.3,22.1,55.932203389830505,108726.6,96
9:54,21.1,97.6,21.4,21.4,22,55.932203389830505,3.7,96
11:00,27.8,61.9,23.4,21.6,22,55.932203389830505,346033.9,96
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
12:06,25.5,59.5,23.6,21.9,22,55.932203389830505,346033.9,96
13:12,23.8,54.6,23.6,22.1,22.1,55.593220338982974,2.3,96
14:18,229.4,55.8,23.9,22.3,22.1,55.932203389830505,256365.4,96
15:25,27.1,47.8,26.1,22.5,22.2,56.61016949152538,5.1,96
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
17:38,27,45,26.5,23.5,22.4,54.23728813559322,5.1,96
