Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
18:42,34.5,38.1,30.6,26.1,22.9,25.200892857142854,3.7,96
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
19:48,29.2,51.9,30,26.3,23.2,25.937500000000007,118587.5,96
20:53,23.5,73.2,28.3,26.4,23.5,27.566964285714285,5900.2,96
21:58,21.8,80.4,26.8,26.1,23.8,28.90625,-2,96
23:03,19.7,92.6,25.6,25.7,23.8,30.022321428571427,0.9,97
