0:55,16.7,100,22.5,24.2,24,9.813084112149532,-2,95
2:00,16.1,100,22.2,23.9,23.9,10.21806853582553,0.9,95
3:05,15.7,100,21.9,23.7,23.7,10.52959501557631,-2,95
4:10,15.1,100,21.5,23.4,23.6,10.965732087227428,0.9,95
5:14,16,100,21.3,23.2,23.4,11.183800623052953,0.9,95
6:19,16.5,100,21.1,22.9,23.2,11.401869158878512,2817.3,95
7:23,17.3,100,21.1,22.8,23.1,11.339563862928342,89048.1,95
8:28,18.6,100,21.3,22.7,22.9,11.090342679127733,1.8,95
9:33,19.8,94.8,21.6,22.6,22.8,10.65420560747665,312012.4,95
10:38,22.7,82.1,22.2,22.6,22.7,9.968847352024921,346033.9,95
11:43,23.4,61.3,23.2,22.7,22.6,8.286604361370724,5.5,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
12:48,24.9,53.3,23.4,22.9,22.6,8.442367601246113,346033.9,95
13:53,25,54.9,23.7,23.1,22.6,8.09968847352025,346033.9,95
14:58,26,46.7,24.1,23.3,22.7,7.414330218068522,346033.9,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
18:15,25.6,45.8,26.3,24.3,23,4.922118380062291,0.9,95
