Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
12:04,31.4,50.6,26.1,24.2,23.5,6.386292834890965,6,96
13:09,38.7,35.9,26.8,24.5,23.4,4.548286604361378,8.3,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:16,40.9,31.7,29.2,25,23.6,3.426791277258567,8.3,95
18:42,36,35.6,32.8,28.3,25.1,1.0903426791277258,346033.9,95
19:48,28.8,55,32,28.7,25.4,2.1806853582554515,57558.8,95
20:53,26.2,63.1,30.4,28.7,25.8,3.644859813084126,5617.8,95
21:59,22.5,80.2,29.1,28.4,26,4.766355140186902,-2,96
23:04,21.2,85.6,27.9,28,26.1,5.794392523364493,-2,96
