Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:49,30.5,41.6,25.9,23.3,22.3,2.305295950155756,346033.9,95
15:54,21.4,85.6,26.3,23.8,22.5,3.1464174454828733,269670.4,95
16:59,18.3,100,25.1,24.1,22.8,4.953271028037376,275685.7,95
18:04,24.7,78.6,24.5,24.1,22.9,4.454828660436123,346033.9,95
19:09,26.5,67.5,25,24.1,23.1,3.2710280373831777,0.9,95
20:14,22.6,84,25.3,24.2,23.1,3.5202492211837866,1.4,95
21:19,18.1,100,24.3,24.3,23.2,4.610591900311512,386,95
22:24,16.6,100,23.4,24.1,23.3,5.29595015576324,0.9,95
23:28,15.8,100,22.6,23.8,23.2,6.043613707165102,0.9,95
