0:09,18.6,98.8,24.8,25.3,23.8,31.07142857142858,-2,97
1:13,18.3,97.6,24,24.9,23.8,31.964285714285722,0.9,96
2:18,18.1,97,23.4,24.5,23.6,32.67857142857142,0.9,96
3:24,17.9,97.5,22.8,24.1,23.4,33.482142857142854,-2,96
4:28,16,100,22.3,23.8,23.3,34.08482142857144,0.9,96
5:33,14.7,100,21.7,23.4,23.1,34.86607142857144,94.9,96
6:37,14.9,100,21.3,23.1,22.9,35.66964285714285,18222.6,96
7:42,17.7,100,21,22.8,22.8,35.9375,191937.6,96
8:46,23,83.8,21.2,22.6,22.6,35.9375,4.6,96
9:52,24,73.2,22.3,22.4,22.4,34.86607142857144,346033.9,96
10:58,29.1,63.9,23.8,22.5,22.3,33.45982142857142,346033.9,96
12:03,80.3,66.2,24.5,22.7,22.2,33.392857142857146,346033.9,96
13:09,36.6,41.6,25,23,22.2,32.18750000000001,8.3,96
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
15:23,42.1,31.2,30.1,24.5,22.4,31.294642857142865,7.9,95
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
16:30,39.6,36,31.7,25.6,22.8,30.446428571428566,7.4,95
