0:55,17.7,95.5,20.8,24.3,24.9,19.95967741935484,96
2:01,17.6,97.6,20.6,23.9,24.7,20.88709677419353,96
3:08,17.4,93.2,20.2,23.6,24.5,21.048387096774213,96
4:14,16.6,99.5,19.8,23.3,24.3,21.370967741935484,96
5:20,15.7,100,19.1,23.1,24.1,21.854838709677438,96
6:27,14.8,100,18.1,22.8,23.9,22.13709677419354,96
7:33,20.8,85.1,20.2,22.4,23.8,21.975806451612904,96
8:42,25.8,59.5,25.9,22.6,23.6,21.935483870967733,96
9:47,27.5,54.4,30.7,23.4,23.5,21.854838709677438,96
10:54,27.3,54.2,30.7,24.4,23.6,21.572580645161292,96
12:02,27.6,55.2,34.1,25.4,23.8,21.00806451612904,96
13:09,28.6,50.2,32.6,26.3,23.9,20.645161290322598,96
14:16,28.7,50.9,31.6,26.6,24.3,20.201612903225815,96
15:23,28.6,50.2,30.8,26.6,24.4,20.040322580645178,96
16:30,28.8,49.6,30.9,26.6,24.6,19.95967741935484,96
17:37,27.6,50.7,30.2,26.6,24.8,20.000000000000007,96
18:44,25.6,57.7,28.6,26.5,24.9,20.241935483870986,96
19:50,23.9,64.7,26.7,26.2,24.9,20.40322580645162,96
20:57,21.9,71.3,24.7,25.8,24.9,20.56451612903226,96
22:03,20.4,77.6,23.2,25.3,24.9,20.88709677419353,96
23:10,19.1,84.4,21.9,24.8,24.8,21.370967741935484,96
