0:14,24,73.2,25.9,27.9,27.4,15.725806451612904,95
1:20,23,74.7,24.9,27.4,27.3,15.96774193548388,95
2:27,21.9,76,24.1,27,27.2,16.411290322580662,95
3:33,21.1,78.7,23,26.6,27,16.451612903225787,95
4:39,19.9,81.7,22.3,26.1,26.8,16.814516129032278,95
5:46,17.6,88.1,20.9,25.8,26.6,17.54032258064516,95
6:52,19,80.6,20.6,25.3,26.4,17.258064516129014,95
7:59,27.7,46.7,26.3,25.1,26.3,17.016129032258082,95
9:06,30.8,39,34.4,25.5,26.1,16.854838709677402,94
10:14,34,33.2,41,26.8,26.1,16.169354838709687,94
11:22,38.9,27,43.6,28.3,26.2,15.403225806451632,94
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
12:30,37.4,231.9,44.6,29.8,26.4,14.354838709677429,94
