0:25,14.9,100,17.9,22.3,23.2,23.145161290322573,96
1:32,14,100,17.2,21.9,23.1,23.79032258064516,96
2:38,13.7,100,16.7,21.5,22.9,23.79032258064516,96
3:44,13.3,100,16.3,21.1,22.7,24.233870967741943,95
4:50,12.7,100,15.7,20.8,22.5,24.47580645161292,95
5:56,12.2,100,15.3,20.6,22.4,24.838709677419363,96
7:02,14.7,100,15.9,20.3,22.1,25,95
8:09,23.3,76.2,21.7,20.3,22,24.39516129032258,95
9:16,25.7,68.2,28.1,20.9,21.9,24.274193548387114,95
10:23,28.7,55.3,34.1,22.3,21.9,23.9516129032258,95
11:31,32,47.8,36.6,23.9,22.1,22.8225806451613,95
12:40,32.6,45.3,38.3,25.5,22.4,22.056451612903246,95
13:48,32.2,45.2,36.7,26.9,22.9,21.370967741935484,95
14:55,29.6,50.8,32.1,27.3,23.4,21.00806451612904,95
