Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
18:58,30.2,49.9,26.6,24.3,22.9,16.290322580645153,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
20:05,26,62.5,24.8,24.1,22.9,16.774193548387103,97
21:11,22.3,75.5,22.9,23.8,22.9,17.21774193548389,97
22:17,21.2,81,21.7,23.3,22.9,17.862903225806434,97
23:24,19.3,91.5,20.7,22.9,22.8,18.548387096774192,97
