0:30,18.1,97.8,19.9,22.4,22.7,19.233870967741954,97
1:36,17.7,97.7,19.3,22.1,22.6,19.67741935483869,97
2:42,17.5,98.3,18.8,21.8,22.4,19.596774193548395,97
3:49,17.2,99.4,18.6,21.4,22.3,19.91935483870967,97
4:55,15.1,100,17.7,21.1,22.1,20.846774193548406,97
6:01,14.3,100,16.9,20.8,22,21.12903225806451,97
7:07,17.7,100,17.6,20.5,21.8,21.41129032258065,97
8:14,24.6,70.1,23,20.6,21.7,21.250000000000018,97
9:21,31.1,53.6,29.4,21.4,21.6,20.88709677419353,97
10:29,32.3,50.8,34.6,23,21.7,20.52419354838709,97
11:37,34.8,46.8,39.1,24.8,21.9,19.43548387096776,96
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
15:01,31.1,45.7,31.9,27.9,23.5,17.338709677419356,96
16:07,31.3,42.8,29.9,27.1,23.9,17.016129032258082,97
17:14,31.3,41.2,29.3,26.4,24,17.09677419354838,96
