1:32,18.8,94.1,21.4,24.5,24.8,19.8790322580645,96
2:38,18.2,100,20.8,24.1,24.6,19.758064516129032,96
3:44,17,100,20.1,23.7,24.4,20.161290322580644,96
4:51,16.2,100,19.3,23.3,24.2,20.56451612903226,96
5:57,15.5,100,18.6,22.9,24,20.725806451612897,96
7:03,18.4,100,19.1,22.6,23.8,20.9274193548387,96
8:10,28.8,61.9,25.6,22.6,23.6,20.846774193548406,96
9:17,31.4,51.8,32.3,23.4,23.5,20.52419354838709,96
10:25,35.3,42.9,37.8,24.8,23.5,19.91935483870967,96
11:32,34.8,46.2,38.9,26.4,23.8,19.43548387096776,96
12:41,37.3,41.9,39.8,27.6,24.1,18.467741935483854,96
13:49,32.3,47.2,38,28.9,24.6,18.266129032258046,96
14:56,29.9,47.5,33.4,29.2,25.1,18.104838709677413,96
16:03,31.8,47.2,31.4,28.5,25.4,18.06451612903224,96
17:10,28,49.9,29.4,27.8,25.5,18.14516129032258,96
18:17,27.2,47,28.4,27.3,25.6,18.75,96
19:23,25.6,51.4,27.6,26.9,25.5,18.66935483870966,96
20:30,23.5,64.2,25.8,26.5,25.4,18.991935483870975,96
21:36,21.6,73.7,24.1,25.9,25.4,19.67741935483869,96
22:43,19.3,86.3,22.6,25.4,25.3,19.67741935483869,96
23:49,17.6,92.8,21.4,24.8,25.1,20.201612903225815,96
