0:56,21.3,97.2,25.3,25.9,25.1,22.53246753246756,96
2:04,20.6,99.4,24.8,25.8,25,23.181818181818212,96
3:11,20.7,100,24.4,25.6,25,23.376623376623378,96
4:19,20.5,100,24.1,25.3,24.9,24.350649350649352,96
5:26,19.9,100,23.8,25.1,24.8,24.610389610389596,96
6:34,19.6,100,23.4,24.9,24.8,25.064935064935078,96
7:41,20,100,23.2,24.8,24.6,25.71428571428573,96
8:49,21.3,100,23.1,24.5,24.5,26.42857142857146,96
9:57,24.2,100,23.2,24.4,24.4,26.88311688311687,96
11:05,27.3,98.3,23.6,24.3,24.3,27.92207792207792,96
12:14,29.4,85.8,24.2,24.3,24.2,28.571428571428573,96
13:22,29.7,82.3,24.9,24.4,24.1,29.2857142857143,96
14:31,31.8,80.6,25.7,24.6,24.1,30.129870129870117,96
15:40,28.9,80.3,-127,24.9,24.1,30.714285714285683,96
16:48,28.5,82.1,26.6,25.1,24.2,30.90909090909092,96
17:56,26.8,84.4,26.5,25.4,24.3,31.493506493506494,96
