Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
18:48,29.6,100,27.4,23.8,22,8.636363636363606,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
19:56,27.9,100,27.4,24.3,22.3,8.571428571428601,97
21:04,24.9,100,26.9,24.6,22.5,8.506493506493522,97
22:12,23.1,100,26.1,24.8,22.8,8.701298701298686,97
23:19,22.2,100,25.4,24.8,22.9,8.571428571428601,97
