0:02,22.9,93.1,26.5,26.8,25.5,11.298701298701284,96
1:10,22.4,95.8,25.9,26.6,25.5,11.948051948051933,96
2:17,22,97.7,25.5,26.4,25.4,12.402597402597417,96
3:25,21.6,99.2,25.1,26.1,25.4,12.467532467532497,96
4:32,21,100,24.7,25.9,25.3,13.506493506493477,96
5:40,20.1,100,24.4,25.6,25.2,13.896103896103881,96
6:47,19.4,100,23.9,25.4,25.1,14.285714285714286,96
7:55,20.2,100,23.6,25.2,25,14.805194805194775,96
9:03,21.9,100,23.5,25,24.9,16.818181818181802,96
10:11,25,98.1,23.6,24.8,24.8,18.76623376623375,96
12:27,27.6,87.2,24.4,24.6,24.6,20.77922077922078,96
13:36,28.5,84.6,24.9,24.8,24.4,21.558441558441586,96
14:44,30.4,83,25.6,24.8,24.4,21.883116883116912,96
15:53,31.2,80.9,26.4,25.1,-127,22.07792207792208,96
17:02,31.4,78.9,27.1,25.4,24.4,21.94805194805192,96
18:10,30.9,78,27.5,25.7,24.5,22.07792207792208,96
19:18,28.6,80.2,27.5,25.9,24.6,21.49350649350651,96
20:26,26.6,85.1,27.3,26.1,24.8,21.753246753246753,96
21:34,25,87.8,26.8,26.3,24.9,21.818181818181834,96
22:41,23.7,91.7,26.3,26.2,25,21.94805194805192,96
23:49,22.4,94.5,25.8,26.1,25.1,22.337662337662323,96
