Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
15:07,30.3,77.5,24.6,23.4,23.1,79.87012987012987,95
16:15,27.3,84,25.3,23.7,23.1,80.51948051948052,95
17:23,23.9,92.7,25,24,23.2,81.16883116883118,95
18:31,25.6,95.1,24.8,24.1,23.3,81.16883116883118,95
19:39,27.1,91.1,24.9,24.2,23.3,81.03896103896102,95
20:47,25.2,88.7,24.9,24.3,23.4,80.64935064935068,95
21:54,22.1,94.1,24.4,24.4,23.5,80.38961038961037,95
23:02,20.5,97.8,23.9,24.3,23.6,80.32467532467535,95
