0:13,24.5,96.2,27.6,27.3,25.4,7.922077922077952,96
1:20,23.6,98.1,26.9,27.1,25.4,7.987012987012958,96
2:28,22.9,100,26.3,26.8,25.4,8.051948051948036,96
3:35,22.1,100,25.8,26.6,25.4,8.506493506493522,96
4:43,21.2,100,25.3,26.3,25.4,8.831168831168846,96
5:50,20.5,100,24.8,26,25.3,9.025974025974012,96
6:58,20.3,100,24.4,25.8,25.2,9.090909090909092,96
8:06,21.2,100,24.1,25.5,25.1,9.61038961038958,96
9:13,24.4,100,23.9,25.2,24.9,9.61038961038958,96
10:22,28,96.5,24.1,25.1,24.8,9.935064935064906,96
11:30,28.8,93.4,24.6,24.9,24.6,10.064935064935066,96
12:39,30.1,87.8,25.2,24.9,24.6,9.999999999999986,96
13:48,32.4,84.2,26.1,25.1,24.5,9.999999999999986,96
14:57,32.6,74.9,27.1,25.3,24.4,9.935064935064906,96
16:07,35.2,74.9,28.1,25.7,24.6,9.80519480519482,96
17:15,32.5,71.4,28.9,-127,56.1,9.350649350649336,96
18:23,30.6,70.5,29,26.6,24.8,9.155844155844171,96
19:32,29.8,74.9,28.8,26.9,25,9.090909090909092,96
20:39,27.4,81.1,28.4,27,25.2,9.545454545454575,96
21:47,25.5,85.6,27.8,27.1,25.3,9.8701298701299,96
22:55,24.2,89.9,27.1,27,25.4,11.298701298701284,96
