0:27,21.3,100,24.8,24.6,23.1,8.766233766233766,97
1:34,20.4,100,24.1,24.4,23.1,8.961038961038932,97
2:42,19.7,100,23.6,24.3,23.1,9.220779220779251,97
3:49,19.2,100,23.2,24.1,23.1,9.545454545454575,97
4:57,18.7,100,22.8,23.8,23.1,9.74025974025974,97
6:04,18,100,22.3,23.6,23,10.32467532467531,97
7:12,18,100,21.9,23.3,22.9,10.45454545454547,97
8:19,19.1,100,21.7,23.1,22.8,10.779220779220793,97
9:27,22.3,100,21.7,22.9,22.8,10.90909090909088,97
10:36,24.8,100,22,22.8,22.6,11.103896103896119,97
11:44,26,100,22.5,22.6,22.5,11.168831168831199,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
15:12,33.4,98.4,25.8,23.2,22.4,10.90909090909088,97
16:22,34.8,98.2,27.6,23.8,22.6,10.584415584415554,97
17:31,35.3,94,28.9,24.4,22.8,10.32467532467531,97
