0:09,19.4,100,23.4,24.2,23.6,80.00000000000003,95
1:17,18.7,100,22.9,24.1,23.6,79.87012987012987,95
2:24,18,100,22.5,23.8,23.6,79.87012987012987,95
3:32,17.4,100,22.1,23.6,23.5,79.80519480519479,95
4:39,17,100,21.8,23.4,23.4,79.87012987012987,95
5:47,16.4,100,21.4,23.3,23.3,80.12987012987011,95
6:54,16.4,100,21.1,23.1,23.2,80.51948051948052,95
8:01,17.5,100,20.8,22.8,23.1,80.77922077922076,95
9:09,20.9,100,20.9,22.6,23,80.97402597402599,95
10:17,24.5,100,21.1,22.5,22.9,81.16883116883118,95
11:26,26.6,95.5,21.7,22.4,22.8,81.81818181818181,95
12:34,27.4,88.3,22.4,22.5,22.6,81.8831168831169,95
13:43,29.8,83.8,23.2,22.7,22.6,81.81818181818181,95
14:53,34.2,74.4,24.6,22.9,22.6,81.81818181818181,95
