Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
9:56,30.9,53.3,25.3,25.4,25.4,-24.285714285714285,346033.9,97
11:02,34.1,47.5,26.8,25.6,25.4,-26.571428571428548,346033.9,97
12:07,33.6,48.7,28,25.9,25.3,-28.380952380952337,346033.9,97
13:13,34.5,44.6,29.1,26.3,25.4,-30,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:18,34.8,43.7,29.8,26.8,25.5,-30.857142857142836,346033.9,97
15:23,36.1,41.4,30.1,27.2,25.6,-30.857142857142836,346033.9,97
16:28,35.2,35.4,30,27.4,25.8,-30.857142857142836,346033.9,97
17:33,35.7,37.1,29.8,27.6,26,-31.238095238095195,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
18:37,34.4,42.8,29.7,27.7,26.2,-31.04761904761907,346033.9,97
19:42,29.1,56,29.5,27.8,26.3,-32.95238095238098,193007.8,97
20:46,26,66.8,29,27.8,26.3,-31.238095238095195,4926.8,97
21:50,23.7,74.8,28.3,27.7,26.4,-29.714285714285758,1.8,97
22:55,22.6,75,27.6,27.5,26.4,-29.523809523809526,-2,97
