0:51,17,100,22.9,24.3,24,7.142857142857143,-2,97
1:56,16.6,100,22.6,24,23.9,7.523809523809502,-2,97
3:01,15.9,100,22.1,23.8,23.8,7.619047619047619,-2,97
4:05,15.2,100,21.8,23.6,23.6,7.714285714285736,-2,97
5:09,16.1,100,21.6,23.3,23.5,8.76190476190475,0.9,97
6:13,16.4,100,21.4,23.1,23.3,8.76190476190475,1422.8,97
7:17,17.8,100,21.2,22.9,23.2,8.571428571428571,32970.7,97
8:21,18.8,100,21.3,22.8,23.1,7.999999999999979,34076.4,97
9:25,21.1,94.4,21.6,22.6,22.9,7.142857142857143,346033.9,97
10:29,24.9,82.4,22.1,22.7,22.9,6.476190476190487,346033.9,97
11:34,29,63.6,23.1,22.7,22.8,4.0952380952381064,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
12:40,26.8,55.8,13.5,23,22.8,2.5714285714286147,346033.9,97
13:44,29.9,52.9,24.9,23.4,-127,2.190476190476147,346033.9,97
14:49,27.3,57.5,24.9,23.7,22.9,2.190476190476147,346033.9,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
18:02,29.8,45.9,25.2,24.1,23.3,1.3333333333333117,346033.9,97
