0:08,18.6,98.8,22.5,23.1,22.3,62.701754385964925,-2,99
1:13,18.4,97.1,22,22.8,22.3,63.68421052631579,-2,99
2:18,18,98,21.5,22.6,22.2,64.66666666666667,-2,99
3:23,17.8,98.1,21.1,22.4,22.1,65.40350877192981,-2,99
4:28,425.6,100,20.8,22.2,22,66.17543859649125,-2,99
5:32,14.5,100,20.4,21.9,21.9,67.26315789473684,78.5,99
6:35,14.8,100,20.1,21.7,21.8,68,13595.7,99
7:39,20.1,98.2,19.9,21.5,21.6,68.42105263157895,346033.9,99
8:43,24.4,77.8,20.3,21.4,21.5,68.14035087719299,346033.9,99
9:48,26.3,66.6,21.6,21.3,21.4,67.64912280701755,346033.9,99
10:54,33.3,56,23.1,21.6,21.3,67.12280701754386,346033.9,99
11:59,36,44.8,24.8,21.9,21.4,66.56140350877193,346033.9,99
13:05,33.8,47.4,26.4,22.6,21.5,66.24561403508773,346033.9,98
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
15:15,33.2,46.9,27.4,23.9,22,66.94736842105263,346033.9,98
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
16:20,31.8,45.8,27,24.3,22.3,67.47368421052632,314144.9,98
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
17:24,35.2,39.5,26.5,24.4,22.6,12.380952380952381,346033.9,98
