0:25,18,95.6,24.3,25.3,24.5,11.619047619047608,-2,98
1:30,17.9,98.3,23.8,24.9,24.4,11.619047619047608,-2,98
2:35,17.7,99.4,23.4,24.7,24.3,11.904761904761905,-2,98
3:40,17.4,99.1,23.1,24.5,24.2,12.000000000000021,-2,98
4:45,17,99,22.9,24.2,24.1,12.476190476190498,-2,98
5:49,15,100,22.5,24,23.9,13.523809523809513,826.3,98
6:53,15.9,100,22.1,23.8,23.8,14.095238095238106,20741,98
7:57,22.6,83.4,21.9,23.6,23.7,13.61904761904763,346033.9,98
9:01,27.2,62.4,22.3,23.4,23.5,12.095238095238084,346033.9,98
10:06,25,62.9,23.3,23.3,23.4,10.38095238095236,346033.9,98
11:11,29.5,54.2,24.3,23.5,23.3,8.952380952380931,346033.9,98
12:16,28.7,54,25.4,23.8,23.3,7.2380952380952595,346033.9,98
13:21,28.1,54.5,26.2,24.2,23.3,6.38095238095237,346033.9,98
14:26,31.7,49.8,26.6,24.5,23.5,6.000000000000011,346033.9,98
15:30,31.4,47.4,26.8,24.8,23.6,5.8095238095238315,346033.9,98
16:35,32.2,48.7,26.9,25.1,23.8,5.714285714285714,346033.9,98
17:40,31.7,45.2,27.1,25.2,23.9,5.428571428571418,346033.9,98
18:44,28.3,54.4,27,25.4,24.1,5.523809523809534,346033.9,98
19:48,25.3,64,26.8,25.4,24.1,6.000000000000011,15618.2,98
20:52,22.4,73.6,26.1,25.5,24.3,6.952380952380963,2965.5,98
21:56,20.5,81.4,25.4,25.4,24.3,7.904761904761916,0.9,98
23:01,19.5,85.3,24.9,25.3,24.3,7.714285714285736,-2,98
