Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:29,33.1,43.4,-127,23.2,-127,-2.857142857142857,346033.9,97
15:33,29.7,48.5,26.1,23.6,22.5,-2.952380952380974,346033.9,97
16:38,22.3,82.3,25.8,23.9,22.7,-1.714285714285671,346033.9,97
17:42,26.2,85.2,24.9,24.1,22.9,-0.2857142857142424,346033.9,97
18:46,30.3,61.9,24.6,24.1,23,-0.3809523809523593,346033.9,97
19:50,139.6,54,24.5,24,23.1,-0.47619047619047616,226079.5,97
20:54,19.4,97.3,24.1,23.9,23.2,0.2857142857142424,3893.2,97
21:58,17.3,100,23.5,23.9,23.2,1.142857142857186,0.5,97
23:03,16.1,100,22.9,23.7,23.2,1.142857142857186,-2,97
