0:25,17.9,100,23.8,24.5,23.9,11.448598130841122,-2,98
1:32,17.1,100,23.1,24.2,23.9,11.682242990654206,-2,98
2:39,17.1,100,22.4,23.9,23.8,11.91588785046729,-2,98
3:46,16.7,100,21.9,23.6,23.7,11.91588785046729,-2,98
4:53,15,100,21.4,23.3,23.6,11.91588785046729,-2,98
5:59,14.2,100,21,22.9,23.5,12.149532710280374,143.9,98
7:04,15.4,100,20.6,22.7,23.4,12.383177570093459,1447.1,98
8:10,18.4,100,20.4,22.4,23.2,12.616822429906541,2482.3,98
9:16,22,96.7,20.6,22.3,23.1,13.317757009345794,10132.2,98
10:23,28.8,73.4,21.2,22.1,23,14.25233644859813,24184.8,97
11:30,33.6,59.8,22.6,22.3,22.9,14.67289719626167,10618.1,97
Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
14:55,44.3,3309.8,28.7,23.9,22.9,15.093457943925237,44981.8,97
16:03,44,34.4,30.6,24.9,23.3,14.906542056074755,38870.1,97
17:11,42.3,32.8,31.9,25.9,23.6,14.485981308411215,8911.9,97
