Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
10:33,24.9,-127,26,30.64257028112448,96
11:40,25.6,25.6,25.9,30.441767068273073,96
12:47,26.5,25.7,25.8,30.120481927710845,96
Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
13:55,27.6,25.8,25.9,29.879518072289148,96
15:03,29.4,26.1,26.1,29.156626506024104,96
16:11,32,26.8,26.4,28.152610441767077,96
17:20,33.7,27.6,26.9,27.87148594377509,96
Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
18:28,34.1,28.4,27.3,28.0722891566265,96
19:36,-127,28.9,27.7,27.630522088353395,96
20:43,30.8,29.1,27.8,28.0722891566265,96
21:50,29.3,-127,27.8,27.51004016064257,96
22:57,28.1,-127,27.8,27.670682730923687,96
