Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
11:13,-127,22.7,23,41.84738955823295,98
12:20,23.5,22.8,23,41.48594377510039,97
13:27,24.1,22.9,23,41.405622489959846,97
19:09,31.9,26.5,25.3,38.99598393574298,97
20:16,-127,26.9,25.6,38.95582329317269,97
21:23,28,-127,25.6,39.5983935742972,97
22:30,-127,-127,25.6,39.63855421686748,97
23:37,-127,-127,25.6,39.718875502008025,97
