Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
15:10,24.9,22.2,22.3,38.79518072289157,97
16:17,-127,22.6,22.5,38.63453815261045,97
17:24,-127,22.9,22.6,38.43373493975905,97
18:31,24.3,22.9,22.8,38.835341365461865,97
19:38,26,23.1,22.9,37.991967871485954,97
20:46,24.9,23.3,23,38.19277108433736,97
21:52,-127,23.4,23.1,38.15261044176707,97
22:59,-127,-127,23.1,38.43373493975905,97
