Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
18:58,29.3,23.8,22.4,32.36947791164659,98
Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
20:06,-127,24.2,22.9,32.891566265060234,98
21:13,25.7,24.3,23,33.49397590361445,98
22:20,-127,-127,23,34.417670682730936,98
23:26,-127,-127,23.1,35.18072289156627,98
