Hora,Temperatura do Ar (ºC),Humidade do Ar (%),Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Intensidade luminosa (lux),Bateria (%)
15:14,-2,-2,25.1,23,22.5,21.678321678321677,346033.9,96
16:20,-2,-2,25.3,23.4,22.6,21.39860139860139,346033.9,96
17:26,-2,-2,24.5,23.6,22.8,21.445221445221446,346033.9,96
18:32,-2,-2,24.4,23.6,22.9,21.678321678321677,346033.9,96
19:38,-2,-2,24.6,23.7,22.9,21.701631701631705,2.3,96
20:44,-2,-2,24.6,23.8,23,21.58508158508159,12826.2,96
21:49,-2,-2,24,23.8,23.1,21.468531468531474,2.8,96
22:56,-2,-2,23.4,23.7,23.1,21.445221445221446,-2,96
