0:02,-2,-2,22.8,23.5,23.1,21.445221445221446,-2,96
1:09,-2,-2,22.3,23.3,23.1,21.608391608391617,-2,96
2:15,-2,-2,21.7,23.1,23,21.678321678321677,-2,96
3:21,15.1,92.9,21.3,22.8,22.9,21.678321678321677,-2,96
4:28,14.3,92.5,20.9,22.6,22.8,21.888111888111883,-2,96
5:33,13.7,92.3,20.6,22.4,22.6,22.144522144522146,94.5,96
6:39,13.9,92.9,20.3,22.1,22.5,22.144522144522146,2.3,96
7:44,16.2,93.2,20.1,21.9,22.4,22.377622377622377,78829,96
8:49,-2,-2,20.2,21.8,22.3,22.377622377622377,2.3,96
9:55,-2,-2,20.4,21.7,22.1,22.61072261072261,6.9,96
11:01,-2,-2,21.1,21.6,22.1,22.63403263403264,346033.9,96
12:07,-2,-2,21.8,21.8,22,22.61072261072261,3.2,96
13:14,-2,-2,22.8,21.9,21.9,22.820512820512818,2.3,96
14:21,-2,-2,24.8,22.3,22,22.843822843822842,4.2,96
15:28,-2,-2,26.9,22.9,22.1,22.587412587412583,2.8,96
