Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
11:51,28.3,23.5,22.3,27.962264150943405,96
12:58,28.6,24.3,22.4,27.92452830188679,96
14:05,28,24.8,22.8,28.11320754716981,96
18:32,28.3,25.4,23.6,27.509433962264144,96
19:39,28.1,25.7,23.8,27.584905660377366,96
20:45,27.1,25.8,23.9,27.396226415094347,96
21:51,26.1,25.6,24.1,27.47169811320753,96
22:57,25.2,25.3,24.1,27.43396226415096,96
