Hora,Temperatura do Solo 10cm (ºC),Temperatura do Solo 20cm (ºC),Temperatura do Solo 30cm (ºC),Humidade do Solo (%),Bateria (%)
14:33,25.5,23.2,22.2,28.67924528301887,95
15:39,25.6,23.4,22.4,28.716981132075478,95
16:46,24.8,23.6,22.5,28.641509433962256,95
17:52,24.1,23.6,22.8,28.641509433962256,95
18:58,24,23.6,22.8,28.603773584905642,95
20:04,23.7,23.5,22.8,28.716981132075478,95
21:10,23.1,23.4,22.9,28.830188679245275,95
22:16,22.4,23.3,22.8,28.415094339622623,95
23:22,21.8,23,22.8,28.905660377358497,95
